"id","participant","classtype","subject","trials"
"23","c148d988-2b0c-4baf-946f-23359e42646a","DemoExperiment","{'guess': 'When the magic stone touches the other one, the other one is transformed to the same shape and color as the magic stone.', 'age': '56', 'sex': 'male', 'engagement': '9', 'difficulty': '3', 'feedback': '', 'learningTaskId': 'learn06', 'token': 'XTP2PBJK', 'date': '2019_11_28', 'time': '09_05_19', 'instructions_duration': 241614, 'task_duration': 236165}","{'trial': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], 'agent': ['bs', 'bs', 'bs', 'rs', 'rs', 'rs', 'rs', 'bd', 'bd', 'bd', 'bd', 'rd', 'rd', 'rd', 'rd'], 'recipient': ['rc', 'yd', 'rd', 'yc', 'rc', 'yd', 'rd', 'yc', 'rc', 'yd', 'rd', 'yc', 'rc', 'yd', 'rd'], 'selection': ['rs', 'bs', 'bs', 'rs', 'rs', 'rs', 'rs', 'yd', 'rd', 'bd', 'bs', 'rd', 'rd', 'rd', 'rd'], 'ts': [1574859640729, 1574859649897, 1574859657681, 1574859667921, 1574859679321, 1574859691104, 1574859701152, 1574859712496, 1574859723200, 1574859733408, 1574859743224, 1574859755911, 1574859769335, 1574859777663, 1574859786519], 'clicks': [[{'stone': 'rs', 'timestamp': 1574859640729}], [{'stone': 'bs', 'timestamp': 1574859649897}], [{'stone': 'bs', 'timestamp': 1574859657681}], [{'stone': 'bs', 'timestamp': 1574859666697}, {'stone': 'rs', 'timestamp': 1574859667921}], [{'stone': 'rs', 'timestamp': 1574859679320}], [{'stone': 'rs', 'timestamp': 1574859691104}], [{'stone': 'rs', 'timestamp': 1574859701152}], [{'stone': 'yd', 'timestamp': 1574859712496}], [{'stone': 'rd', 'timestamp': 1574859723200}], [{'stone': 'bd', 'timestamp': 1574859733408}], [{'stone': 'bs', 'timestamp': 1574859743224}], [{'stone': 'rd', 'timestamp': 1574859755911}], [{'stone': 'rd', 'timestamp': 1574859769335}], [{'stone': 'rd', 'timestamp': 1574859777663}], [{'stone': 'rd', 'timestamp': 1574859786519}]]}"
"24","8e093c7d-071f-4783-b066-f30bd3ffcbe1","DemoExperiment","{'guess': 'when a magic stone with the border hits the other colored shape, it turns it into a circle of that color that hit into it', 'age': '35', 'sex': 'female', 'engagement': '2', 'difficulty': '8', 'feedback': ""I tried my best, but I still wasn't completely sure what the correct answer was. I tried my best to see what was happening and make logic out of it."", 'learningTaskId': 'learn05', 'token': 'AWH81KWH', 'date': '2019_11_28', 'time': '09_05_58', 'instructions_duration': 173532, 'task_duration': 242021}","{'trial': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], 'agent': ['yd', 'yd', 'yd', 'rd', 'rd', 'rd', 'rd', 'yc', 'yc', 'yc', 'yc', 'rc', 'rc', 'rc', 'rc'], 'recipient': ['rs', 'bc', 'rc', 'bs', 'rs', 'bc', 'rc', 'bs', 'rs', 'bc', 'rc', 'bs', 'rs', 'bc', 'rc'], 'selection': ['yc', 'yc', 'yc', 'rc', 'rc', 'rc', 'rc', 'yc', 'yc', 'yc', 'yc', 'rc', 'rc', 'rc', 'rc'], 'ts': [1574859689343, 1574859705456, 1574859713424, 1574859731169, 1574859739138, 1574859745180, 1574859752939, 1574859759959, 1574859766942, 1574859773896, 1574859780600, 1574859786409, 1574859792654, 1574859799212, 1574859805128], 'clicks': [[{'stone': 'yc', 'timestamp': 1574859689343}], [{'stone': 'yc', 'timestamp': 1574859705456}], [{'stone': 'yc', 'timestamp': 1574859713424}], [{'stone': 'rc', 'timestamp': 1574859731169}], [{'stone': 'rc', 'timestamp': 1574859739138}], [{'stone': 'rc', 'timestamp': 1574859745180}], [{'stone': 'rc', 'timestamp': 1574859752939}], [{'stone': 'yc', 'timestamp': 1574859759959}], [{'stone': 'yc', 'timestamp': 1574859766942}], [{'stone': 'yc', 'timestamp': 1574859773896}], [{'stone': 'yc', 'timestamp': 1574859780600}], [{'stone': 'rc', 'timestamp': 1574859786409}], [{'stone': 'rc', 'timestamp': 1574859792654}], [{'stone': 'rc', 'timestamp': 1574859799212}], [{'stone': 'rc', 'timestamp': 1574859805128}]]}"
"25","f2141e70-6a79-4fbd-925c-02ce78cd7b51","DemoExperiment","{'guess': 'The magic ones change the shape of the normal ones', 'age': '41', 'sex': 'male', 'engagement': '8', 'difficulty': '9', 'feedback': '', 'learningTaskId': 'learn02', 'token': 'V838WW4M', 'date': '2019_11_28', 'time': '09_12_56', 'instructions_duration': 156494, 'task_duration': 289114}","{'trial': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], 'agent': ['yd', 'yd', 'yd', 'bd', 'bd', 'bd', 'bd', 'yc', 'yc', 'yc', 'yc', 'bc', 'bc', 'bc', 'bc'], 'recipient': ['bs', 'rc', 'bc', 'rs', 'bs', 'rc', 'bc', 'rs', 'bs', 'rc', 'bc', 'rs', 'bs', 'rc', 'bc'], 'selection': ['bc', 'rd', 'bd', 'rc', 'bc', 'rd', 'bd', 'rc', 'bc', 'rd', 'bs', 'rd', 'bd', 'rs', 'bs'], 'ts': [1574860049491, 1574860078034, 1574860094505, 1574860104132, 1574860122760, 1574860133036, 1574860145236, 1574860173644, 1574860188479, 1574860195987, 1574860216922, 1574860232824, 1574860241402, 1574860249240, 1574860259231], 'clicks': [[{'stone': 'bc', 'timestamp': 1574860049491}], [{'stone': 'rd', 'timestamp': 1574860078034}], [{'stone': 'bd', 'timestamp': 1574860094505}], [{'stone': 'rc', 'timestamp': 1574860104132}], [{'stone': 'bc', 'timestamp': 1574860122760}], [{'stone': 'rd', 'timestamp': 1574860133036}], [{'stone': 'bd', 'timestamp': 1574860145236}], [{'stone': 'rd', 'timestamp': 1574860160470}, {'stone': 'rc', 'timestamp': 1574860173644}], [{'stone': 'bc', 'timestamp': 1574860188479}], [{'stone': 'rd', 'timestamp': 1574860195987}], [{'stone': 'bd', 'timestamp': 1574860212045}, {'stone': 'bs', 'timestamp': 1574860216922}], [{'stone': 'rd', 'timestamp': 1574860232824}], [{'stone': 'bd', 'timestamp': 1574860241402}], [{'stone': 'rs', 'timestamp': 1574860249240}], [{'stone': 'bs', 'timestamp': 1574860259231}]]}"
"26","84d56a1c-9ec8-482f-854c-0bf6a492f84f","DemoExperiment","{'guess': 'That a magic stone changes the color and shape of another stone', 'age': '41', 'sex': 'female', 'engagement': '6', 'difficulty': '5', 'feedback': 'no issues', 'learningTaskId': 'learn05', 'token': '5ABJUSKI', 'date': '2019_11_28', 'time': '09_43_30', 'instructions_duration': 128691, 'task_duration': 193673}","{'trial': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], 'agent': ['yd', 'yd', 'yd', 'rd', 'rd', 'rd', 'rd', 'yc', 'yc', 'yc', 'yc', 'rc', 'rc', 'rc', 'rc'], 'recipient': ['rs', 'bc', 'rc', 'bs', 'rs', 'bc', 'rc', 'bs', 'rs', 'bc', 'rc', 'bs', 'rs', 'bc', 'rc'], 'selection': ['rc', 'bc', 'yc', 'rc', 'rc', 'rc', 'rc', 'ys', 'ys', 'ys', 'yc', 'rs', 'rs', 'rc', 'rc'], 'ts': [1574861974710, 1574861991669, 1574862003033, 1574862010005, 1574862016631, 1574862022643, 1574862029765, 1574862037549, 1574862060869, 1574862068841, 1574862074799, 1574862083077, 1574862094434, 1574862112107, 1574862120685], 'clicks': [[{'stone': 'rc', 'timestamp': 1574861974710}], [{'stone': 'bc', 'timestamp': 1574861991669}], [{'stone': 'yc', 'timestamp': 1574862003033}], [{'stone': 'rc', 'timestamp': 1574862010005}], [{'stone': 'rc', 'timestamp': 1574862016631}], [{'stone': 'rc', 'timestamp': 1574862022643}], [{'stone': 'rc', 'timestamp': 1574862029765}], [{'stone': 'ys', 'timestamp': 1574862037549}], [{'stone': 'ys', 'timestamp': 1574862060869}], [{'stone': 'yc', 'timestamp': 1574862067699}, {'stone': 'ys', 'timestamp': 1574862068841}], [{'stone': 'yc', 'timestamp': 1574862074799}], [{'stone': 'rs', 'timestamp': 1574862083077}], [{'stone': 'rs', 'timestamp': 1574862094434}], [{'stone': 'rc', 'timestamp': 1574862112107}], [{'stone': 'rc', 'timestamp': 1574862120685}]]}"
"27","ec49ed9d-db78-45cc-ac6a-d622683c4268","DemoExperiment","{'guess': ' A magic stone is indicated by having a border.', 'age': '28', 'sex': 'male', 'engagement': '5', 'difficulty': '6', 'feedback': 'good', 'learningTaskId': 'learn06', 'token': 'TSOVYDZI', 'date': '2019_11_28', 'time': '06_58_43', 'instructions_duration': 201151, 'task_duration': 420000}","{'trial': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], 'agent': ['bs', 'bs', 'bs', 'bd', 'bd', 'bd', 'bd', 'rs', 'rs', 'rs', 'rs', 'rd', 'rd', 'rd', 'rd'], 'recipient': ['yd', 'rc', 'rd', 'yc', 'yd', 'rc', 'rd', 'yc', 'yd', 'rc', 'rd', 'yc', 'yd', 'rc', 'rd'], 'selection': ['bs', 'bs', 'bs', 'yc', 'yd', 'rc', 'bs', 'rs', 'rs', 'rc', 'rc', 'yc', 'bs', 'rc', 'rd'], 'ts': [1574862674171, 1574862715915, 1574862729681, 1574862741681, 1574862759811, 1574862774346, 1574862839341, 1574862858374, 1574862873780, 1574862912550, 1574862924693, 1574862931565, 1574862943000, 1574862963304, 1574862980310], 'clicks': [[{'stone': 'bs', 'timestamp': 1574862674170}], [{'stone': 'bs', 'timestamp': 1574862715915}], [{'stone': 'bs', 'timestamp': 1574862729681}], [{'stone': 'yc', 'timestamp': 1574862741681}], [{'stone': 'ys', 'timestamp': 1574862758156}, {'stone': 'yd', 'timestamp': 1574862759810}], [{'stone': 'rc', 'timestamp': 1574862774346}], [{'stone': 'bs', 'timestamp': 1574862839341}], [{'stone': 'bs', 'timestamp': 1574862853628}, {'stone': 'rs', 'timestamp': 1574862858374}], [{'stone': 'rs', 'timestamp': 1574862873780}], [{'stone': 'rc', 'timestamp': 1574862912550}], [{'stone': 'rc', 'timestamp': 1574862924693}], [{'stone': 'yc', 'timestamp': 1574862931565}], [{'stone': 'bs', 'timestamp': 1574862943000}], [{'stone': 'yc', 'timestamp': 1574862957422}, {'stone': 'bs', 'timestamp': 1574862959538}, {'stone': 'yc', 'timestamp': 1574862961606}, {'stone': 'rc', 'timestamp': 1574862963304}], [{'stone': 'rd', 'timestamp': 1574862980310}]]}"
"28","c9b8af07-9425-4c97-927c-eeaeb30fcbb3","DemoExperiment","{'guess': 'The magic stone changes the color of the object it comes in contact with the same color as the magic stone.', 'age': '37', 'sex': 'female', 'engagement': '7', 'difficulty': '3', 'feedback': '', 'learningTaskId': 'learn02', 'token': 'Z8PGMMUN', 'date': '2019_11_28', 'time': '10_42_23', 'instructions_duration': 151311, 'task_duration': 217714}","{'trial': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], 'agent': ['bs', 'bs', 'bs', 'ys', 'ys', 'ys', 'ys', 'bc', 'bc', 'bc', 'bc', 'yc', 'yc', 'yc', 'yc'], 'recipient': ['yd', 'rc', 'yc', 'rd', 'yd', 'rc', 'yc', 'rd', 'yd', 'rc', 'yc', 'rd', 'yd', 'rc', 'yc'], 'selection': ['bs', 'bc', 'bc', 'bd', 'yd', 'yc', 'yc', 'bd', 'bd', 'bc', 'bc', 'yd', 'yd', 'yc', 'yc'], 'ts': [1574865489192, 1574865498991, 1574865508058, 1574865515718, 1574865526763, 1574865537445, 1574865552148, 1574865570155, 1574865583277, 1574865592587, 1574865600190, 1574865608717, 1574865616819, 1574865628019, 1574865635575], 'clicks': [[{'stone': 'bs', 'timestamp': 1574865489192}], [{'stone': 'bc', 'timestamp': 1574865498991}], [{'stone': 'bc', 'timestamp': 1574865508058}], [{'stone': 'bd', 'timestamp': 1574865515718}], [{'stone': 'yd', 'timestamp': 1574865526763}], [{'stone': 'yc', 'timestamp': 1574865537445}], [{'stone': 'yc', 'timestamp': 1574865552148}], [{'stone': 'bd', 'timestamp': 1574865570155}], [{'stone': 'bd', 'timestamp': 1574865583277}], [{'stone': 'bc', 'timestamp': 1574865592587}], [{'stone': 'bc', 'timestamp': 1574865600190}], [{'stone': 'yd', 'timestamp': 1574865608717}], [{'stone': 'yd', 'timestamp': 1574865616819}], [{'stone': 'yc', 'timestamp': 1574865628019}], [{'stone': 'yc', 'timestamp': 1574865635575}]]}"
"29","e037758e-a523-4d68-935c-c9e83ed83e33","DemoExperiment","{'guess': 'Regardless of the magic stone shape, the color of the magic stone once it touches a stone will turn that stone the same color as it is.', 'age': '55', 'sex': 'male', 'engagement': '10', 'difficulty': '4', 'feedback': 'none', 'learningTaskId': 'learn02', 'token': 'S2CMPJI7', 'date': '2019_11_28', 'time': '10_27_45', 'instructions_duration': 492431, 'task_duration': 363592}","{'trial': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], 'agent': ['bs', 'bs', 'bs', 'bc', 'bc', 'bc', 'bc', 'ys', 'ys', 'ys', 'ys', 'yc', 'yc', 'yc', 'yc'], 'recipient': ['rc', 'yd', 'yc', 'rd', 'rc', 'yd', 'yc', 'rd', 'rc', 'yd', 'yc', 'rd', 'rc', 'yd', 'yc'], 'selection': ['bc', 'bs', 'bc', 'bs', 'bc', 'bd', 'bc', 'bs', 'ys', 'yd', 'yc', 'rd', 'yc', 'yd', 'yc'], 'ts': [1574875309450, 1574875330634, 1574875360538, 1574875391138, 1574875406202, 1574875422826, 1574875438226, 1574875458425, 1574875469562, 1574875482114, 1574875490802, 1574875501050, 1574875513106, 1574875521778, 1574875529154], 'clicks': [[{'stone': 'bc', 'timestamp': 1574875309450}], [{'stone': 'bs', 'timestamp': 1574875330634}], [{'stone': 'bc', 'timestamp': 1574875360538}], [{'stone': 'bs', 'timestamp': 1574875391138}], [{'stone': 'bc', 'timestamp': 1574875406202}], [{'stone': 'bd', 'timestamp': 1574875422826}], [{'stone': 'bc', 'timestamp': 1574875438226}], [{'stone': 'bs', 'timestamp': 1574875458425}], [{'stone': 'ys', 'timestamp': 1574875469562}], [{'stone': 'yd', 'timestamp': 1574875482114}], [{'stone': 'yc', 'timestamp': 1574875490802}], [{'stone': 'rd', 'timestamp': 1574875501050}], [{'stone': 'yc', 'timestamp': 1574875513106}], [{'stone': 'yd', 'timestamp': 1574875521778}], [{'stone': 'yc', 'timestamp': 1574875529154}]]}"
"30","5392e544-a1fc-4740-97c7-61343d418cde","DemoExperiment","{'guess': ""I still don't have much of a clue. I thought at first it might simply switch from circle to square then back to circle, but that left out the possibility of diamond...then I thought there might be an order (if at first the normal stone is a square, then the diamond magic stone changes it to a circle, and if the normal one's a circle, it becomes a diamond, so it would be square -> circle -> diamond)Finally, I thought perhaps it would change into the shape that's not represented in the original matching (so a magic diamond would turn a square to a circle, a magic circle would turn a diamond to a square, etc) but that wouldn't work if you had a magic circle and a magic circle, so that was out. The only thing I felt was right was that the color of the original normal stone didn't change when it was transmuted. Other than that, I'm almost as clueless as when I started!"", 'age': '48', 'sex': 'female', 'engagement': '10', 'difficulty': '10', 'feedback': ""I'd love to actually know the rules! I'm so curious!"", 'learningTaskId': 'learn02', 'token': 'NHZPX3IM', 'date': '2019_11_28', 'time': '16_03_05', 'instructions_duration': 111666, 'task_duration': 544623}","{'trial': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], 'agent': ['yd', 'yd', 'yd', 'bd', 'bd', 'bd', 'bd', 'yc', 'yc', 'yc', 'yc', 'bc', 'bc', 'bc', 'bc'], 'recipient': ['bs', 'rc', 'bc', 'rs', 'bs', 'rc', 'bc', 'rs', 'bs', 'rc', 'bc', 'rs', 'bs', 'rc', 'bc'], 'selection': ['bc', 'rs', 'bd', 'rc', 'bc', 'rd', 'bd', 'rd', 'bd', 'rs', 'bs', 'rd', 'bd', 'rs', 'bs'], 'ts': [1574884409224, 1574884420122, 1574884440328, 1574884456868, 1574884466270, 1574884498897, 1574884510494, 1574884532927, 1574884544430, 1574884560842, 1574884570457, 1574884582247, 1574884592948, 1574884600862, 1574884611042], 'clicks': [[{'stone': 'bc', 'timestamp': 1574884409224}], [{'stone': 'rs', 'timestamp': 1574884420122}], [{'stone': 'bs', 'timestamp': 1574884433556}, {'stone': 'bd', 'timestamp': 1574884440328}], [{'stone': 'rc', 'timestamp': 1574884456868}], [{'stone': 'bc', 'timestamp': 1574884466270}], [{'stone': 'rd', 'timestamp': 1574884488263}, {'stone': 'rs', 'timestamp': 1574884492472}, {'stone': 'rd', 'timestamp': 1574884498897}], [{'stone': 'bd', 'timestamp': 1574884510494}], [{'stone': 'rd', 'timestamp': 1574884532927}], [{'stone': 'bd', 'timestamp': 1574884544430}], [{'stone': 'rs', 'timestamp': 1574884560842}], [{'stone': 'bs', 'timestamp': 1574884570457}], [{'stone': 'rd', 'timestamp': 1574884582247}], [{'stone': 'bd', 'timestamp': 1574884592948}], [{'stone': 'rs', 'timestamp': 1574884600862}], [{'stone': 'bs', 'timestamp': 1574884611042}]]}"
"31","801668f9-7f4f-47c9-b29e-5f342f3684f6","DemoExperiment","{'guess': 'color will change ', 'age': '48', 'sex': 'male', 'engagement': '7', 'difficulty': '6', 'feedback': '', 'learningTaskId': 'learn04', 'token': '0YRWHV8W', 'date': '2019_11_29', 'time': '04_51_49', 'instructions_duration': 273025, 'task_duration': 326881}","{'trial': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], 'agent': ['rc', 'rc', 'rc', 'yc', 'yc', 'yc', 'yc', 'rd', 'rd', 'rd', 'rd', 'yd', 'yd', 'yd', 'yd'], 'recipient': ['ys', 'bd', 'yd', 'bs', 'ys', 'bd', 'yd', 'bs', 'ys', 'bd', 'yd', 'bs', 'ys', 'bd', 'yd'], 'selection': ['bc', 'bc', 'rc', 'ys', 'rc', 'yd', 'yd', 'rd', 'rc', 'yd', 'bd', 'rs', 'rs', 'rd', 'bd'], 'ts': [1574941590998, 1574941622750, 1574941642709, 1574941653765, 1574941671846, 1574941689086, 1574941698901, 1574941710325, 1574941718086, 1574941737134, 1574941747198, 1574941756238, 1574941766950, 1574941781526, 1574941792811], 'clicks': [[{'stone': 'rc', 'timestamp': 1574941571726}, {'stone': 'bc', 'timestamp': 1574941590998}], [{'stone': 'bc', 'timestamp': 1574941614918}, {'stone': 'bd', 'timestamp': 1574941621062}, {'stone': 'bs', 'timestamp': 1574941621614}, {'stone': 'bc', 'timestamp': 1574941622750}], [{'stone': 'rc', 'timestamp': 1574941642709}], [{'stone': 'ys', 'timestamp': 1574941653765}], [{'stone': 'rc', 'timestamp': 1574941671846}], [{'stone': 'yd', 'timestamp': 1574941689086}], [{'stone': 'yd', 'timestamp': 1574941698901}], [{'stone': 'rd', 'timestamp': 1574941710325}], [{'stone': 'rc', 'timestamp': 1574941718086}], [{'stone': 'yd', 'timestamp': 1574941737134}], [{'stone': 'bd', 'timestamp': 1574941747198}], [{'stone': 'rs', 'timestamp': 1574941756238}], [{'stone': 'rs', 'timestamp': 1574941766950}], [{'stone': 'rd', 'timestamp': 1574941781526}], [{'stone': 'rd', 'timestamp': 1574941788646}, {'stone': 'bd', 'timestamp': 1574941792811}]]}"
"32","c3022930-8e65-471f-bd3d-6c3dbef7ac23","DemoExperiment","{'guess': 'Its about changing the color of the object if the magic shape hits another', 'age': '40', 'sex': 'female', 'engagement': '10', 'difficulty': '7', 'feedback': 'Its an interesting and fun task.', 'learningTaskId': 'learn02', 'token': 'ZY6ZIFDY', 'date': '2019_11_29', 'time': '04_54_25', 'instructions_duration': 229597, 'task_duration': 324089}","{'trial': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], 'agent': ['bs', 'bs', 'bs', 'ys', 'ys', 'ys', 'ys', 'bc', 'bc', 'bc', 'bc', 'yc', 'yc', 'yc', 'yc'], 'recipient': ['yd', 'rc', 'yc', 'rd', 'yd', 'rc', 'yc', 'rd', 'yd', 'rc', 'yc', 'rd', 'yd', 'rc', 'yc'], 'selection': ['bd', 'bd', 'bc', 'yd', 'yd', 'yc', 'yc', 'bd', 'bd', 'bc', 'bc', 'yd', 'yd', 'yc', 'yc'], 'ts': [1574941728278, 1574941751245, 1574941799986, 1574941815003, 1574941826890, 1574941841810, 1574941858090, 1574941868802, 1574941878353, 1574941888352, 1574941896185, 1574941904624, 1574941917384, 1574941925631, 1574941934455], 'clicks': [[{'stone': 'bd', 'timestamp': 1574941728278}], [{'stone': 'bc', 'timestamp': 1574941748691}, {'stone': 'bd', 'timestamp': 1574941751245}], [{'stone': 'bc', 'timestamp': 1574941799986}], [{'stone': 'bd', 'timestamp': 1574941812827}, {'stone': 'yd', 'timestamp': 1574941815003}], [{'stone': 'yd', 'timestamp': 1574941826890}], [{'stone': 'yc', 'timestamp': 1574941841810}], [{'stone': 'yc', 'timestamp': 1574941858090}], [{'stone': 'bd', 'timestamp': 1574941868802}], [{'stone': 'bd', 'timestamp': 1574941878353}], [{'stone': 'bc', 'timestamp': 1574941888352}], [{'stone': 'bc', 'timestamp': 1574941896185}], [{'stone': 'yd', 'timestamp': 1574941904624}], [{'stone': 'yd', 'timestamp': 1574941917384}], [{'stone': 'yc', 'timestamp': 1574941925631}], [{'stone': 'yc', 'timestamp': 1574941934455}]]}"
"33","f8d00cff-805a-48ab-9ba0-8eaa78d7c90f","DemoExperiment","{'guess': 'Magic Stones Can set the color ', 'age': '30', 'sex': 'male', 'engagement': '10', 'difficulty': '0', 'feedback': 'Nice Experiment ', 'learningTaskId': 'learn02', 'token': 'VXNFNIWG', 'date': '2019_11_29', 'time': '05_05_08', 'instructions_duration': 1125965, 'task_duration': 350896}","{'trial': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], 'agent': ['bs', 'bs', 'bs', 'ys', 'ys', 'ys', 'ys', 'bc', 'bc', 'bc', 'bc', 'yc', 'yc', 'yc', 'yc'], 'recipient': ['yd', 'rc', 'yc', 'rd', 'yd', 'rc', 'yc', 'rd', 'yd', 'rc', 'yc', 'rd', 'yd', 'rc', 'yc'], 'selection': ['bd', 'bc', 'bc', 'yd', 'yd', 'yc', 'yc', 'bd', 'bd', 'bc', 'bc', 'yd', 'yd', 'yc', 'yc'], 'ts': [1574942365535, 1574942384439, 1574942400167, 1574942409319, 1574942429247, 1574942437271, 1574942447351, 1574942459671, 1574942469071, 1574942477647, 1574942489344, 1574942496640, 1574942505000, 1574942514248, 1574942524112], 'clicks': [[{'stone': 'ys', 'timestamp': 1574942354800}, {'stone': 'ys', 'timestamp': 1574942357407}, {'stone': 'rs', 'timestamp': 1574942357767}, {'stone': 'bd', 'timestamp': 1574942365535}], [{'stone': 'bc', 'timestamp': 1574942384439}], [{'stone': 'bc', 'timestamp': 1574942400167}], [{'stone': 'yd', 'timestamp': 1574942409319}], [{'stone': 'yd', 'timestamp': 1574942429247}], [{'stone': 'yc', 'timestamp': 1574942437271}], [{'stone': 'yc', 'timestamp': 1574942447351}], [{'stone': 'bd', 'timestamp': 1574942459671}], [{'stone': 'bd', 'timestamp': 1574942469071}], [{'stone': 'bc', 'timestamp': 1574942477647}], [{'stone': 'bc', 'timestamp': 1574942489344}], [{'stone': 'yd', 'timestamp': 1574942496640}], [{'stone': 'yd', 'timestamp': 1574942505000}], [{'stone': 'yc', 'timestamp': 1574942514248}], [{'stone': 'yc', 'timestamp': 1574942524112}]]}"
"34","11eb11e9-a207-41d4-a648-30c005f21f88","DemoExperiment","{'guess': 'depends on the color', 'age': '57', 'sex': 'female', 'engagement': '8', 'difficulty': '9', 'feedback': 'no', 'learningTaskId': 'learn06', 'token': '4CPN1XL9', 'date': '2019_11_29', 'time': '07_21_45', 'instructions_duration': 177653, 'task_duration': 346341}","{'trial': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], 'agent': ['bs', 'bs', 'bs', 'rs', 'rs', 'rs', 'rs', 'bd', 'bd', 'bd', 'bd', 'rd', 'rd', 'rd', 'rd'], 'recipient': ['rc', 'yd', 'rd', 'yc', 'rc', 'yd', 'rd', 'yc', 'rc', 'yd', 'rd', 'yc', 'rc', 'yd', 'rd'], 'selection': ['bs', 'bs', 'rd', 'yc', 'rc', 'rs', 'rs', 'bd', 'bs', 'bd', 'bd', 'rd', 'rd', 'rd', 'rd'], 'ts': [1574943351738, 1574943374529, 1574943396561, 1574943408377, 1574943424241, 1574943446201, 1574943461402, 1574943478745, 1574943498489, 1574943511817, 1574943525129, 1574943534433, 1574943549505, 1574943565786, 1574943579905], 'clicks': [[{'stone': 'bs', 'timestamp': 1574943351737}], [{'stone': 'bs', 'timestamp': 1574943374529}], [{'stone': 'bs', 'timestamp': 1574943389673}, {'stone': 'rd', 'timestamp': 1574943396561}], [{'stone': 'yc', 'timestamp': 1574943408377}], [{'stone': 'rc', 'timestamp': 1574943424241}], [{'stone': 'yd', 'timestamp': 1574943440529}, {'stone': 'rs', 'timestamp': 1574943446201}], [{'stone': 'rs', 'timestamp': 1574943461402}], [{'stone': 'bd', 'timestamp': 1574943478745}], [{'stone': 'bs', 'timestamp': 1574943498489}], [{'stone': 'bd', 'timestamp': 1574943511817}], [{'stone': 'bd', 'timestamp': 1574943525129}], [{'stone': 'rd', 'timestamp': 1574943534433}], [{'stone': 'rd', 'timestamp': 1574943549505}], [{'stone': 'rd', 'timestamp': 1574943565786}], [{'stone': 'rd', 'timestamp': 1574943579905}]]}"
"35","b3581e74-6363-4628-baf2-0d4d386a7f29","DemoExperiment","{'guess': 'I think when a round one touches another tile then it turns square.', 'age': '39', 'sex': 'male', 'engagement': '10', 'difficulty': '7', 'feedback': '', 'learningTaskId': 'learn05', 'token': '0GQCA7MK', 'date': '2019_11_29', 'time': '10_26_15', 'instructions_duration': 102406, 'task_duration': 154873}","{'trial': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], 'agent': ['yd', 'yd', 'yd', 'rd', 'rd', 'rd', 'rd', 'yc', 'yc', 'yc', 'yc', 'rc', 'rc', 'rc', 'rc'], 'recipient': ['rs', 'bc', 'rc', 'bs', 'rs', 'bc', 'rc', 'bs', 'rs', 'bc', 'rc', 'bs', 'rs', 'bc', 'rc'], 'selection': ['rc', 'yc', 'yc', 'yc', 'rc', 'rc', 'rc', 'yc', 'ys', 'ys', 'ys', 'yd', 'rc', 'rs', 'rc'], 'ts': [1574950975458, 1574950982658, 1574950989007, 1574950996307, 1574951004266, 1574951010266, 1574951015984, 1574951022171, 1574951032996, 1574951039182, 1574951045524, 1574951056659, 1574951063346, 1574951070876, 1574951077293], 'clicks': [[{'stone': 'rc', 'timestamp': 1574950975458}], [{'stone': 'yc', 'timestamp': 1574950982658}], [{'stone': 'yc', 'timestamp': 1574950989007}], [{'stone': 'yc', 'timestamp': 1574950996307}], [{'stone': 'rc', 'timestamp': 1574951004266}], [{'stone': 'rc', 'timestamp': 1574951010266}], [{'stone': 'rc', 'timestamp': 1574951015984}], [{'stone': 'yc', 'timestamp': 1574951022171}], [{'stone': 'ys', 'timestamp': 1574951032996}], [{'stone': 'ys', 'timestamp': 1574951039182}], [{'stone': 'ys', 'timestamp': 1574951045524}], [{'stone': 'ys', 'timestamp': 1574951053633}, {'stone': 'yd', 'timestamp': 1574951056659}], [{'stone': 'rc', 'timestamp': 1574951063346}], [{'stone': 'rs', 'timestamp': 1574951070876}], [{'stone': 'rc', 'timestamp': 1574951077293}]]}"
